"id","page","route","section","legal","en","tr"
"wp.038","Work Permit","/work-permit","Uygunluk kontrolü","","Can you hire a foreign worker?","Yabancı işçi çalıştırabilir misiniz?"
"wp.039","Work Permit","/work-permit","Uygunluk kontrolü","","Free 60-second check — no details asked.","Ücretsiz 60 saniyelik kontrol — bilgi istenmez."
"wp.040","Work Permit","/work-permit","Uygunluk kontrolü","","← Back","← Geri"
"wp.041","Work Permit","/work-permit","Uygunluk kontrolü","","Get an exact answer on WhatsApp","WhatsApp'tan net cevap alın"
"wp.042","Work Permit","/work-permit","Uygunluk kontrolü","","Need workers too?","İşçiye de mi ihtiyacınız var?"
"wp.043","Work Permit","/work-permit","Uygunluk kontrolü","","See how hiring through us works →","Bizimle işe alım nasıl işliyor →"
"wp.044","Work Permit","/work-permit","Uygunluk kontrolü","","↺ Start again","↺ Yeniden başla"
"wp.045","Work Permit","/work-permit","Uygunluk kontrolü","yes","İŞKUR-licensed · Permit No. 1730 — nothing is stored.","İŞKUR lisanslı · İzin No. 1730 — hiçbir bilgi saklanmaz."
"wp.046","Work Permit","/work-permit","Uygunluk kontrolü","","~30 days","~30 gün"
"wp.047","Work Permit","/work-permit","Uygunluk kontrolü","","Ministry processing","Bakanlık işlem süresi"
"wp.048","Work Permit","/work-permit","Uygunluk kontrolü","","Permit = residence","İzin = ikamet"
"wp.049","Work Permit","/work-permit","Uygunluk kontrolü","","permit too","izni de sayılır"
"wp.050","Work Permit","/work-permit","Uygunluk kontrolü","yes","1 : 5 ratio","1 : 5 oranı"
"wp.051","Work Permit","/work-permit","Uygunluk kontrolü","","— checked from month 7","— 7. aydan itibaren kontrol edilir"
"wp.052","Work Permit","/work-permit","Uygunluk kontrolü","yes","fine without a permit","izinsiz çalıştırma cezası"
"wp.053","Work Permit","/work-permit","Uygunluk kontrolü","","Workers + permits, or permit-only for your own worker — we handle both.","İşçi + izin ya da kendi işçiniz için yalnızca izin — ikisini de yapıyoruz."
"wp.054","Work Permit","/work-permit","Uygunluk kontrolü","","Call","Arayın"
"wp.055","Work Permit","/work-permit","Uygunluk kontrolü","","Hire workers with us →","Bizimle işçi alın →"
"wp.056","Work Permit","/work-permit","Uygunluk kontrolü","","On this page","Bu sayfada"
"wp.057","Work Permit","/work-permit","Uygunluk kontrolü","","Eligibility","Uygunluk"
"wp.058","Work Permit","/work-permit","Uygunluk kontrolü","","Permit vs e-Muafiyet","İzin ile e-Muafiyet karşılaştırması"
"wp.059","Work Permit","/work-permit","Uygunluk kontrolü","","Rules","Kurallar"
"wp.060","Work Permit","/work-permit","Uygunluk kontrolü","","Exemptions","İstisnalar"
"wp.061","Work Permit","/work-permit","Uygunluk kontrolü","","Timeline","Zamanlama"
"wp.062","Work Permit","/work-permit","Uygunluk kontrolü","","Costs","Maliyetler"
"wp.063","Work Permit","/work-permit","Uygunluk kontrolü","","Documents","Belgeler"
"wp.064","Work Permit","/work-permit","Uygunluk kontrolü","","FAQ","SSS"
"wp.065","Work Permit","/work-permit","Uygunluk kontrolü","","A registered Turkish entity is required before any application — we can advise on the fastest setup route.","Herhangi bir başvurudan önce Türkiye'de kayıtlı bir tüzel kişilik gerekir — en hızlı kuruluş yolu konusunda size yol gösterebiliriz."
"wp.066","Work Permit","/work-permit","Uygunluk kontrolü","yes","The 1:5 ratio is only checked from the 7th month of the first permit — you have time to build up, and some sectors are exempt.","1:5 oranı yalnızca ilk iznin 7. ayından itibaren kontrol edilir — kadro kurmak için zamanınız var ve bazı sektörler muaftır."
"wp.067","Work Permit","/work-permit","Uygunluk kontrolü","","Worker abroad: the application starts at the Turkish consulate in their country, then moves to the Ministry — we run both stages.","İşçi yurt dışında: başvuru kendi ülkesindeki Türk konsolosluğunda başlar, sonra Bakanlığa geçer — iki aşamayı da biz yürütürüz."
"wp.068","Work Permit","/work-permit","Uygunluk kontrolü","","Worker already in Turkey with 6+ months residence: direct domestic application — usually the fastest route.","İşçi 6 aydan uzun ikametle zaten Türkiye'de: doğrudan yurt içi başvuru — genellikle en hızlı yol."
"wp.069","Work Permit","/work-permit","Uygunluk kontrolü","","Without a 6-month residence permit, the application must start from the worker's home country consulate.","6 aylık ikamet izni yoksa başvuru, işçinin kendi ülkesindeki konsolosluktan başlamalıdır."
"wp.070","Work Permit","/work-permit","Uygunluk kontrolü","yes","Overdue tax or SGK debts suspend applications — these need clearing or restructuring before filing.","Vadesi geçmiş vergi veya SGK borçları başvuruları askıya alır — dosyalamadan önce ödenmeli veya yapılandırılmalıdır."
"wp.071","Work Permit","/work-permit","Uygunluk kontrolü","yes","Salary thresholds and financial-capacity criteria still apply per role — we pre-check these before filing.","Maaş eşikleri ve mali yeterlilik kriterleri pozisyona göre yine geçerlidir — bunları dosyalamadan önce kontrol ederiz."
"wp.072","Work Permit","/work-permit","Uygunluk kontrolü","","Fixable — but not yet","Düzeltilebilir — ama henüz değil"
"wp.073","Work Permit","/work-permit","Uygunluk kontrolü","","Likely eligible, with planning","Planlamayla büyük olasılıkla uygun"
"wp.074","Work Permit","/work-permit","Uygunluk kontrolü","","You look eligible","Uygun görünüyorsunuz"
"wp.075","Work Permit","/work-permit","Uygunluk kontrolü","","Do you have a registered company in Turkey?","Türkiye'de kayıtlı bir şirketiniz var mı?"
"wp.076","Work Permit","/work-permit","Uygunluk kontrolü","yes","How many Turkish citizens are on your SGK payroll?","SGK bordronuzda kaç Türk vatandaşı var?"
"wp.077","Work Permit","/work-permit","Uygunluk kontrolü","","Where is the worker you want to hire right now?","Çalıştırmak istediğiniz işçi şu anda nerede?"
"wp.078","Work Permit","/work-permit","Uygunluk kontrolü","","In Turkey, with a residence permit of 6+ months","Türkiye'de, 6 aydan uzun ikamet izniyle"
"wp.079","Work Permit","/work-permit","Uygunluk kontrolü","","In Turkey, without a long residence permit","Türkiye'de, uzun süreli ikamet izni olmadan"
"wp.080","Work Permit","/work-permit","Uygunluk kontrolü","yes","Any overdue tax or SGK (social security) debts?","Vadesi geçmiş vergi veya SGK borcunuz var mı?"
"wp.081","Work Permit","/work-permit","Uygunluk kontrolü","","No / not yet","Hayır / henüz değil"
"wp.082","Work Permit","/work-permit","Uygunluk kontrolü","","Yes / not sure","Evet / emin değilim"
"wp.083","Work Permit","/work-permit","Hızlı yönlendirme","","Which one are you?","Hangisisiniz?"
"wp.084","Work Permit","/work-permit","Hızlı yönlendirme","","Jump straight to your answer — no scrolling needed.","Doğrudan cevabınıza gidin — kaydırmaya gerek yok."
"wp.085","Work Permit","/work-permit","Hızlı yönlendirme","","Employer — need workers","İşveren — işçi lazım"
"wp.086","Work Permit","/work-permit","Hızlı yönlendirme","","We source them and file the permits","İşçiyi biz buluruz, izinleri biz dosyalarız"
"wp.087","Work Permit","/work-permit","Hızlı yönlendirme","","Hire workers →","İşçi alın →"
"wp.088","Work Permit","/work-permit","Hızlı yönlendirme","","Have your own worker","Kendi işçiniz var"
"wp.089","Work Permit","/work-permit","Hızlı yönlendirme","","Permit-only — we file just the permit","Yalnızca izin — sadece izni biz dosyalarız"
"wp.090","Work Permit","/work-permit","Hızlı yönlendirme","","Permit-only enquiry →","Yalnızca izin talebi →"
"wp.091","Work Permit","/work-permit","Hızlı yönlendirme","","Recruitment agency or agent","İşe alım ajansı veya acente"
"wp.092","Work Permit","/work-permit","Hızlı yönlendirme","","Permits for your clients' workers — partner with us","Müşterilerinizin işçileri için izinler — iş ortağımız olun"
"wp.093","Work Permit","/work-permit","Hızlı yönlendirme","","Partner with us →","İş ortağımız olun →"
"wp.094","Work Permit","/work-permit","Hızlı yönlendirme","","Budgeting a hire","İşe alım bütçesi"
"wp.095","Work Permit","/work-permit","Hızlı yönlendirme","yes","Salary, SGK, permit fees and flights — 2026 rates","Maaş, SGK, izin harçları ve uçuşlar — 2026 oranları"
"wp.096","Work Permit","/work-permit","Hızlı yönlendirme","","Cost calculator →","Maliyet hesaplayıcı →"
"wp.097","Work Permit","/work-permit","İzin ile e-Muafiyet","","Two legal routes to work in Turkey","Türkiye'de çalışmanın iki yasal yolu"
"wp.098","Work Permit","/work-permit","İzin ile e-Muafiyet","yes","Law No. 6735 gives foreigners two doors: the standard work permit for real employment, and the e-Muafiyet exemption for short, specific assignments. Choosing the wrong one is the most common — and most expensive — mistake.","6735 sayılı Kanun yabancılara iki kapı açar: gerçek istihdam için standart çalışma izni ve kısa, belirli görevler için e-Muafiyet istisnası. Yanlış olanı seçmek en sık yapılan ve en pahalı hatadır."
"wp.099","Work Permit","/work-permit","İzin ile e-Muafiyet","","Work permit","Çalışma izni"
"wp.100","Work Permit","/work-permit","İzin ile e-Muafiyet","","e-Muafiyet","e-Muafiyet"
"wp.101","Work Permit","/work-permit","İzin ile e-Muafiyet","","Route 1 · Çalışma İzni","Yol 1 · Çalışma İzni"
"wp.102","Work Permit","/work-permit","İzin ile e-Muafiyet","","Standard work permit","Standart çalışma izni"
"wp.103","Work Permit","/work-permit","İzin ile e-Muafiyet","","For hired workers","Ücretli çalışanlar için"
"wp.104","Work Permit","/work-permit","İzin ile e-Muafiyet","","VS","VS"
"wp.105","Work Permit","/work-permit","İzin ile e-Muafiyet","","Route 2 · e-Muafiyet","Yol 2 · e-Muafiyet"
"wp.106","Work Permit","/work-permit","İzin ile e-Muafiyet","","Work permit exemption","Çalışma izni muafiyeti"
"wp.107","Work Permit","/work-permit","İzin ile e-Muafiyet","","For short assignments","Kısa görevler için"
"wp.108","Work Permit","/work-permit","İzin ile e-Muafiyet","","Real employment — factory workers, hotel staff, technicians,","Gerçek istihdam — fabrika işçileri, otel personeli, teknisyenler,"
"wp.109","Work Permit","/work-permit","İzin ile e-Muafiyet","","any role on payroll","bordrodaki her pozisyon"
"wp.110","Work Permit","/work-permit","İzin ile e-Muafiyet","","Best for","En uygun olduğu durum"
"wp.111","Work Permit","/work-permit","İzin ile e-Muafiyet","","Short, specific assignments —","Kısa ve belirli görevler —"
"wp.112","Work Permit","/work-permit","İzin ile e-Muafiyet","","machinery installation, cross-border services, seasonal work","makine montajı, sınır ötesi hizmetler, mevsimlik iş"
"wp.113","Work Permit","/work-permit","İzin ile e-Muafiyet","","Up to 1 year","1 yıla kadar"
"wp.114","Work Permit","/work-permit","İzin ile e-Muafiyet","","first, then 2-year and 3-year extensions; indefinite after 8 years","önce; sonra 2 ve 3 yıllık uzatmalar; 8 yıl sonra süresiz"
"wp.115","Work Permit","/work-permit","İzin ile e-Muafiyet","","Duration","Süre"
"wp.116","Work Permit","/work-permit","İzin ile e-Muafiyet","","Typically up to 3 months","Genellikle 3 aya kadar"
"wp.117","Work Permit","/work-permit","İzin ile e-Muafiyet","","— category-based; longer for some categories","— kategoriye bağlı; bazı kategorilerde daha uzun"
"wp.118","Work Permit","/work-permit","İzin ile e-Muafiyet","","The employer","İşveren"
"wp.119","Work Permit","/work-permit","İzin ile e-Muafiyet","",", on the Ministry's online system — jointly with the worker (consulate stage first if abroad)",", Bakanlığın çevrim içi sistemi üzerinden — işçiyle birlikte (yurt dışındaysa önce konsolosluk aşaması)"
"wp.120","Work Permit","/work-permit","İzin ile e-Muafiyet","","Who applies","Kim başvurur"
"wp.121","Work Permit","/work-permit","İzin ile e-Muafiyet","","The foreigner","Yabancının kendisi"
"wp.122","Work Permit","/work-permit","İzin ile e-Muafiyet","",", online at emuafiyet.csgb.gov.tr — within 30 days of entering Turkey",", emuafiyet.csgb.gov.tr üzerinden — Türkiye'ye girişten sonraki 30 gün içinde"
"wp.123","Work Permit","/work-permit","İzin ile e-Muafiyet","","Employer criteria apply:","İşveren kriterleri geçerlidir:"
"wp.124","Work Permit","/work-permit","İzin ile e-Muafiyet","yes","1:5 ratio, financial capacity, salary thresholds","1:5 oranı, mali yeterlilik, maaş eşikleri"
"wp.125","Work Permit","/work-permit","İzin ile e-Muafiyet","","Conditions","Koşullar"
"wp.126","Work Permit","/work-permit","İzin ile e-Muafiyet","","Must fit an exact","Tam olarak bir"
"wp.127","Work Permit","/work-permit","İzin ile e-Muafiyet","yes","Article 48 category","48. madde kategorisine girmelidir"
"wp.128","Work Permit","/work-permit","İzin ile e-Muafiyet","","with proof documents — no employer criteria","— kanıt belgeleriyle; işveren kriteri aranmaz"
"wp.129","Work Permit","/work-permit","İzin ile e-Muafiyet","","Counts as","Tüm geçerlilik süresi boyunca"
"wp.130","Work Permit","/work-permit","İzin ile e-Muafiyet","","residence permit","ikamet izni"
"wp.131","Work Permit","/work-permit","İzin ile e-Muafiyet","yes","for its full validity + SGK social security","yerine geçer + SGK sosyal güvencesi"
"wp.132","Work Permit","/work-permit","İzin ile e-Muafiyet","","Residence","İkamet"
"wp.133","Work Permit","/work-permit","İzin ile e-Muafiyet","","Acts as","Geçerli olduğu sürece"
"wp.134","Work Permit","/work-permit","İzin ile e-Muafiyet","","while valid, multi-entry; under 3 months no permit fee","yerine geçer, çok girişli; 3 aydan kısa sürelerde izin harcı yok"
"wp.135","Work Permit","/work-permit","İzin ile e-Muafiyet","","Ongoing job on your payroll? This is your route.","Bordronuzda sürekli bir iş mi? Sizin yolunuz bu."
"wp.136","Work Permit","/work-permit","İzin ile e-Muafiyet","","Short, one-off assignment? Check the categories below.","Kısa, tek seferlik bir görev mi? Aşağıdaki kategorilere bakın."
"wp.137","Work Permit","/work-permit","İzin ile e-Muafiyet","","Important:","Önemli:"
"wp.138","Work Permit","/work-permit","İzin ile e-Muafiyet","","if the work will run past the exemption period, a full work permit is mandatory from the start — and the same exemption category cannot be re-used for 6–12 months after it ends. For ongoing employment, the standard permit is the only legal route.","iş, muafiyet süresini aşacaksa baştan itibaren tam çalışma izni zorunludur — ve aynı muafiyet kategorisi sona erdikten sonra 6–12 ay boyunca yeniden kullanılamaz. Sürekli istihdam için tek yasal yol standart izindir."
"wp.139","Work Permit","/work-permit","Örnek belge","","Sample document","Örnek belge"
"wp.140","Work Permit","/work-permit","Örnek belge","","What the work permit card looks like","Çalışma izni kartı nasıl görünür"
"wp.141","Work Permit","/work-permit","Örnek belge","yes","A credit-card-sized document issued by the Ministry of Labour and Social Security — it carries the worker's photo, the employer, the validity dates and a foreigner ID number starting with 99. This card is what the worker shows at the airport, the bank and SGK.","Çalışma ve Sosyal Güvenlik Bakanlığı tarafından verilen kredi kartı boyutunda bir belgedir — üzerinde işçinin fotoğrafı, işveren, geçerlilik tarihleri ve 99 ile başlayan yabancı kimlik numarası yer alır. İşçi havaalanında, bankada ve SGK'da bu kartı gösterir."
"wp.142","Work Permit","/work-permit","Örnek belge","","Every worker we place receives this card before their first working day — a copy stays on your portal.","Yerleştirdiğimiz her işçi, ilk iş gününden önce bu kartı alır — bir kopyası portalınızda kalır."
"wp.143","Work Permit","/work-permit","Örnek belge","","ÖRNEK · SAMPLE","ÖRNEK · SAMPLE"
"wp.144","Work Permit","/work-permit","Örnek belge","","TÜRKİYE CUMHURİYETİ","TÜRKİYE CUMHURİYETİ"
"wp.145","Work Permit","/work-permit","Örnek belge","","ÇALIŞMA VE SOSYAL GÜVENLİK BAKANLIĞI","ÇALIŞMA VE SOSYAL GÜVENLİK BAKANLIĞI"
"wp.146","Work Permit","/work-permit","Örnek belge","","ÇALIŞMA İZNİ","ÇALIŞMA İZNİ"
"wp.147","Work Permit","/work-permit","Örnek belge","","Adı / Name","Adı / Name"
"wp.148","Work Permit","/work-permit","Örnek belge","","AHMED","AHMED"
"wp.149","Work Permit","/work-permit","Örnek belge","","Soyadı / Surname","Soyadı / Surname"
"wp.150","Work Permit","/work-permit","Örnek belge","","KHAN","KHAN"
"wp.151","Work Permit","/work-permit","Örnek belge","","Uyruğu / Nationality","Uyruğu / Nationality"
"wp.152","Work Permit","/work-permit","Örnek belge","","PAKİSTAN / PAK","PAKİSTAN / PAK"
"wp.153","Work Permit","/work-permit","Örnek belge","","Yabancı Kimlik No / Foreigner ID","Yabancı Kimlik No / Foreigner ID"
"wp.154","Work Permit","/work-permit","Örnek belge","","İzin Türü / Permit Type","İzin Türü / Permit Type"
"wp.155","Work Permit","/work-permit","Örnek belge","","SÜRELİ / FIXED-TERM","SÜRELİ / FIXED-TERM"
"wp.156","Work Permit","/work-permit","Örnek belge","","Geçerlilik / Validity","Geçerlilik / Validity"
"wp.157","Work Permit","/work-permit","Örnek belge","","İşveren / Employer:","İşveren / Employer:"
"wp.158","Work Permit","/work-permit","Örnek belge","","••••••• TEKSTİL SAN. TİC. A.Ş.","••••••• TEKSTİL SAN. TİC. A.Ş."
"wp.159","Work Permit","/work-permit","Örnek belge","yes","6735 SAYILI KANUN","6735 SAYILI KANUN"
"wp.160","Work Permit","/work-permit","Örnek belge","","Illustrative sample — not an official document; details are fictional","Temsili örnektir — resmî belge değildir; bilgiler kurgusaldır"
"wp.161","Work Permit","/work-permit","İzin türleri","","Which permit type will your workers get?","İşçileriniz hangi izin türünü alacak?"
"wp.162","Work Permit","/work-permit","İzin türleri","yes","Law No. 6735 defines several types — but for hired workers, only one matters.","6735 sayılı Kanun birkaç tür tanımlar — ama ücretli çalışanlar için yalnızca biri önemlidir."
"wp.163","Work Permit","/work-permit","İzin türleri","","The one that matters","Önemli olan tür"
"wp.164","Work Permit","/work-permit","İzin türleri","","Fixed-term permit","Süreli izin"
"wp.165","Work Permit","/work-permit","İzin türleri","","· Süreli","· Süreli"
"wp.166","Work Permit","/work-permit","İzin türleri","","Tied to one employer and workplace — this is the permit every hired worker gets, including every worker we place.","Tek bir işverene ve iş yerine bağlıdır — her ücretli çalışanın aldığı izin budur, yerleştirdiğimiz her işçi dahil."
"wp.167","Work Permit","/work-permit","İzin türleri","","First permit up to","İlk izin en fazla"
"wp.168","Work Permit","/work-permit","İzin türleri","","1 year","1 yıl"
"wp.169","Work Permit","/work-permit","İzin türleri","",", then extensions of 2 and 3 years",", sonra 2 ve 3 yıllık uzatmalar"
"wp.170","Work Permit","/work-permit","İzin türleri","","Counts as the worker's","İşçinin"
"wp.171","Work Permit","/work-permit","İzin türleri","","for its full validity","yerine geçer — tüm geçerlilik süresi boyunca"
"wp.172","Work Permit","/work-permit","İzin türleri","","Changing employer needs a","İşveren değiştirmek için"
"wp.173","Work Permit","/work-permit","İzin türleri","","new permit","yeni izin gerekir"
"wp.174","Work Permit","/work-permit","İzin türleri","","— workers stay tied to you","— işçiler size bağlı kalır"
"wp.175","Work Permit","/work-permit","İzin türleri","","Other types — special cases only","Diğer türler — yalnızca özel durumlar"
"wp.176","Work Permit","/work-permit","İzin türleri","","Indefinite","Süresiz"
"wp.177","Work Permit","/work-permit","İzin türleri","","— after 8 years of legal work in Turkey","— Türkiye'de 8 yıl yasal çalışmadan sonra"
"wp.178","Work Permit","/work-permit","İzin türleri","","Independent","Bağımsız"
"wp.179","Work Permit","/work-permit","İzin türleri","","— self-employed & company owners","— serbest çalışanlar ve şirket sahipleri"
"wp.180","Work Permit","/work-permit","İzin türleri","","Turquoise Card","Turkuaz Kart"
"wp.181","Work Permit","/work-permit","İzin türleri","","— highly qualified professionals & investors","— nitelikli profesyoneller ve yatırımcılar"
"wp.182","Work Permit","/work-permit","İzin türleri","","Exceptional","İstisnai"
"wp.183","Work Permit","/work-permit","İzin türleri","","— spouses of Turkish citizens & similar","— Türk vatandaşlarının eşleri ve benzeri durumlar"
"wp.184","Work Permit","/work-permit","İzin türleri","","Not sure which applies?","Hangisinin geçerli olduğundan emin değil misiniz?"
"wp.185","Work Permit","/work-permit","İzin türleri","","Tell us the role and the worker's situation — we'll tell you the route in one message.","Pozisyonu ve işçinin durumunu bize söyleyin — hangi yolu izleyeceğinizi tek mesajda söyleyelim."
"wp.186","Work Permit","/work-permit","İzin türleri","","Ask on WhatsApp →","WhatsApp'tan sorun →"
"wp.187","Work Permit","/work-permit","Kurallar ve mevzuat","","Rules & regulations","Kurallar ve mevzuat"
"wp.188","Work Permit","/work-permit","Kurallar ve mevzuat","","What the Ministry checks before approving","Bakanlık onay öncesinde neleri kontrol eder"
"wp.189","Work Permit","/work-permit","Kurallar ve mevzuat","yes","Most rejections are not about missing documents — they are about employer criteria. These are the rules under Law No. 6735 and its implementing regulation, checked on every application. When you","Redlerin çoğu eksik belgeden değil, işveren kriterlerinden kaynaklanır. Bunlar 6735 sayılı Kanun ve uygulama yönetmeliğindeki kurallardır ve her başvuruda kontrol edilir."
"wp.190","Work Permit","/work-permit","Kurallar ve mevzuat","","hire through us","Bizimle işe aldığınızda"
"wp.191","Work Permit","/work-permit","Kurallar ve mevzuat","",", we pre-check all of them before anything is filed.",", hiçbir şey dosyalanmadan önce hepsini önceden kontrol ederiz."
"wp.192","Work Permit","/work-permit","Kurallar ve mevzuat","","Most rejections are not about documents — they are about","Redlerin çoğu belgelerden değil,"
"wp.193","Work Permit","/work-permit","Kurallar ve mevzuat","","employer criteria","işveren kriterlerinden kaynaklanır"
"wp.194","Work Permit","/work-permit","Kurallar ve mevzuat","",". We pre-check all six before filing.",". Dosyalamadan önce altısını da kontrol ederiz."
"wp.195","Work Permit","/work-permit","Kurallar ve mevzuat","","Working without a permit costs","İzinsiz çalıştırmanın bedeli"
"wp.196","Work Permit","/work-permit","Kurallar ve mevzuat","yes","· Administrative fine per unauthorised worker — over ₺100,000 in 2026, updated every year","· İzinsiz her işçi için idari para cezası — 2026'da 100.000 ₺'nin üzerinde, her yıl güncellenir"
"wp.197","Work Permit","/work-permit","Kurallar ve mevzuat","yes","· Deportation and entry ban for the worker — at the employer's expense","· İşçi için sınır dışı edilme ve giriş yasağı — masrafları işverene ait"
"wp.198","Work Permit","/work-permit","Kurallar ve mevzuat","","· Block on the employer's future work permit applications","· İşverenin gelecekteki çalışma izni başvurularının engellenmesi"
"wp.199","Work Permit","/work-permit","Kurallar ve mevzuat","yes","· Possible criminal liability for company directors","· Şirket yöneticileri için olası cezai sorumluluk"
"wp.200","Work Permit","/work-permit","Kurallar ve mevzuat","yes","The 1:5 employment ratio","1:5 istihdam oranı"
"wp.201","Work Permit","/work-permit","Kurallar ve mevzuat","yes","At least five Turkish citizens on SGK payroll for each foreign worker, per workplace. Monitored monthly from the 7th month of the first permit — so a new employer has time to build up.","Her yabancı işçi için iş yeri başına SGK bordrosunda en az beş Türk vatandaşı. İlk iznin 7. ayından itibaren aylık izlenir — yani yeni bir işverenin kadro kurmak için zamanı olur."
"wp.202","Work Permit","/work-permit","Kurallar ve mevzuat","","Financial capacity","Mali yeterlilik"
"wp.203","Work Permit","/work-permit","Kurallar ve mevzuat","yes","The company must show paid-in capital or gross sales above the Ministry's thresholds — proof that the business can genuinely carry a foreign employee.","Şirket, Bakanlığın eşiklerinin üzerinde ödenmiş sermaye veya brüt satış göstermelidir — işletmenin bir yabancı çalışanı gerçekten taşıyabildiğinin kanıtı."
"wp.204","Work Permit","/work-permit","Kurallar ve mevzuat","yes","Role-based salary thresholds","Pozisyona göre maaş eşikleri"
"wp.205","Work Permit","/work-permit","Kurallar ve mevzuat","","Each role has a minimum gross salary set as a multiple of the Turkish minimum wage — higher for specialists and managers. Updated every January; underpaying is an automatic rejection.","Her pozisyonun, Türkiye asgari ücretinin katı olarak belirlenmiş bir asgari brüt maaşı vardır — uzmanlar ve yöneticiler için daha yüksektir. Her ocak ayında güncellenir; eksik ödeme otomatik reddi getirir."
"wp.206","Work Permit","/work-permit","Kurallar ve mevzuat","yes","No tax or SGK debts","Vergi veya SGK borcu olmaması"
"wp.207","Work Permit","/work-permit","Kurallar ve mevzuat","yes","Overdue tax or social security premiums suspend the application. Ministry, SGK and Revenue Administration databases are linked — discrepancies are flagged instantly.","Vadesi geçmiş vergi veya sosyal güvenlik primleri başvuruyu askıya alır. Bakanlık, SGK ve Gelir İdaresi veri tabanları bağlıdır — uyumsuzluklar anında işaretlenir."
"wp.208","Work Permit","/work-permit","Kurallar ve mevzuat","yes","SGK registration from day one","İlk günden SGK kaydı"
"wp.209","Work Permit","/work-permit","Kurallar ve mevzuat","","Once the permit is approved, the worker must be registered with social security immediately and paid the declared salary through the books.","İzin onaylandıktan sonra işçi derhal sosyal güvenliğe kaydedilmeli ve beyan edilen maaş resmî kayıtlar üzerinden ödenmelidir."
"wp.210","Work Permit","/work-permit","Kurallar ve mevzuat","","Sector-specific rules","Sektöre özgü kurallar"
"wp.211","Work Permit","/work-permit","Kurallar ve mevzuat","","Health roles need Ministry of Health pre-authorisation; tourism and advanced-technology investments enjoy exemptions from some employment criteria; public projects are exempt from financial criteria.","Sağlık pozisyonları Sağlık Bakanlığı ön iznini gerektirir; turizm ve ileri teknoloji yatırımları bazı istihdam kriterlerinden muaftır; kamu projeleri mali kriterlerden muaftır."
"wp.212","Work Permit","/work-permit","İstisnalar (48. madde)","","Who qualifies for the work permit exemption","Çalışma izni muafiyetinden kimler yararlanabilir"
"wp.213","Work Permit","/work-permit","İstisnalar (48. madde)","yes","Article 48 of the implementing regulation lists exact categories. If the assignment fits one, the foreigner applies online — no employer criteria, no 1:5 ratio.","Uygulama yönetmeliğinin 48. maddesi kategorileri tek tek sayar. Görev bunlardan birine giriyorsa yabancı çevrim içi başvurur — işveren kriteri yok, 1:5 oranı yok."
"wp.214","Work Permit","/work-permit","İstisnalar (48. madde)","","For the standard permit, eligibility depends on the employer instead — see","Standart izinde ise uygunluk işverene bağlıdır — bkz."
"wp.215","Work Permit","/work-permit","İstisnalar (48. madde)","","what the Ministry checks","Bakanlık neleri kontrol eder"
"wp.216","Work Permit","/work-permit","İstisnalar (48. madde)","","or take the","ya da yukarıdaki"
"wp.217","Work Permit","/work-permit","İstisnalar (48. madde)","","60-second check","60 saniyelik kontrolü"
"wp.218","Work Permit","/work-permit","İstisnalar (48. madde)","","above.","yapın."
"wp.219","Work Permit","/work-permit","İstisnalar (48. madde)","","Up to 3 months","3 aya kadar"
"wp.220","Work Permit","/work-permit","İstisnalar (48. madde)","","Machinery & equipment specialists","Makine ve ekipman uzmanları"
"wp.221","Work Permit","/work-permit","İstisnalar (48. madde)","","Installation, maintenance, repair or user training for imported machinery.","İthal makinelerin montajı, bakımı, onarımı veya kullanıcı eğitimi."
"wp.222","Work Permit","/work-permit","İstisnalar (48. madde)","","Cross-border service providers","Sınır ötesi hizmet sağlayıcılar"
"wp.223","Work Permit","/work-permit","İstisnalar (48. madde)","","Foreigners delivering a service into Turkey without local employment.","Türkiye'de istihdam edilmeden hizmet sunan yabancılar."
"wp.224","Work Permit","/work-permit","İstisnalar (48. madde)","","Seasonal","Mevsimlik"
"wp.225","Work Permit","/work-permit","İstisnalar (48. madde)","","Agriculture & livestock workers","Tarım ve hayvancılık işçileri"
"wp.226","Work Permit","/work-permit","İstisnalar (48. madde)","","Seasonal work within the provinces and quotas set by the Ministry.","Bakanlığın belirlediği iller ve kotalar dahilinde mevsimlik çalışma."
"wp.227","Work Permit","/work-permit","İstisnalar (48. madde)","","Event-length","Etkinlik süresince"
"wp.228","Work Permit","/work-permit","İstisnalar (48. madde)","","Science, culture, arts & sport","Bilim, kültür, sanat ve spor"
"wp.229","Work Permit","/work-permit","İstisnalar (48. madde)","","Researchers, performers and athletes for the length of the activity.","Faaliyet süresince araştırmacılar, sanatçılar ve sporcular."
"wp.230","Work Permit","/work-permit","İstisnalar (48. madde)","","Trainers tied to exports & imports","İhracat ve ithalata bağlı eğitmenler"
"wp.231","Work Permit","/work-permit","İstisnalar (48. madde)","","Training on goods and services exported from or imported into Turkey.","Türkiye'den ihraç edilen veya Türkiye'ye ithal edilen mal ve hizmetler üzerine eğitim."
"wp.232","Work Permit","/work-permit","İstisnalar (48. madde)","","More categories exist","Başka kategoriler de var"
"wp.233","Work Permit","/work-permit","İstisnalar (48. madde)","yes","The full Article 48 list also covers diplomatic staff, exchange programmes, ship crews and others — ask us about your case.","48. maddenin tam listesi diplomatik personeli, değişim programlarını, gemi mürettebatını ve diğerlerini de kapsar — kendi durumunuzu bize sorun."
