calc.001 | hHome | - | Hero | EN: Home | TR: Ana Sayfa
calc.454 | ckDocB | - | Geçer-mi testi | EN: Passport, diploma or trade certificate with a sworn Turkish translation (plus denklik for foreign degrees), si | TR: Pasaport, yeminli Türkçe tercümesiyle diploma veya ustalık belgesi (ya
calc.455 | ckDocF | - | Geçer-mi testi | EN: Get the sworn translations and notarisations done before the file opens — we send the exact list per nationali | TR: Dosya açılmadan önce yeminli tercüme ve noter onaylarını tamamlayın — 
calc.456 | vRes | - | Geçer-mi testi | EN: Result | TR: Sonuç
calc.457 | vGreenT | - | Geçer-mi testi | EN: Nothing blocking — you can file | TR: Engel yok — başvurabilirsiniz
calc.458 | vGreenB | - | Geçer-mi testi | EN: All five checks pass. On this basis the application is in normal shape; the remaining variables are the candid | TR: Beş kontrolün hepsi geçti. Bu temelde başvuru normal durumda; kalan de
calc.459 | vAmber1 | - | Geçer-mi testi | EN: One thing to confirm first | TR: Önce teyit edilmesi gereken bir şey var
calc.460 | vAmberB | - | Geçer-mi testi | EN: Nothing has failed, but an unchecked assumption becomes a refusal later. Confirm the items below with your acc | TR: Henüz hiçbir şey takılmadı, ancak kontrol edilmemiş bir varsayım sonra
calc.461 | vRed1 | - | Geçer-mi testi | EN: One blocker — fix it before filing | TR: Bir engel — başvurmadan önce düzeltin
calc.462 | vRedB | - | Geçer-mi testi | EN: Filing now most likely ends in a refusal, and the time is lost. These are fixable — most employers clear them  | TR: Şimdi başvurmak büyük olasılıkla retle biter ve süre kaybedilir. Bunla
calc.463 | perWorker | - | Diğer | EN: per worker | TR: işçi başına
calc.464 | perMonthSuffix | - | Diğer | EN: / month | TR: / ay
calc.465 | perMoShort | - | Diğer | EN: / mo | TR: / ay
calc.466 | tierManuf | - | Diğer | EN: Manufacturing · 5 pt | TR: İmalat · 5 puan
calc.467 | tierOther | - | Diğer | EN: Other sectors · 2 pt | TR: Diğer sektörler · 2 puan
calc.468 | tierNone | - | Diğer | EN: No discount | TR: İndirim yok
calc.469 | firstYear | - | Diğer | EN: First-year total | TR: İlk yıl toplamı
calc.470 | fullYear | - | Diğer | EN: Full year | TR: Tam yıl
calc.471 | chip6 | - | Diğer | EN: 6 months (season) | TR: 6 ay (sezon)
calc.472 | chip9 | - | Diğer | EN: 9 months | TR: 9 ay
calc.473 | chip12 | - | Diğer | EN: Full year | TR: Tam yıl
calc.474 | allInd | - | Diğer | EN: All industries | TR: Tüm sektörler
calc.475 | allShort | - | Diğer | EN: All | TR: Tümü
calc.476 | skilled | - | Diğer | EN: Skilled · 1.5× | TR: Nitelikli · 1,5×
calc.477 | standard | - | Öğrenciler | EN: Standard · 1× | TR: Standart · 1×
calc.478 | inCalc | - | Diğer | EN: In calculator ✓ | TR: Hesaplayıcıda ✓
calc.479 | useCalc | - | Diğer | EN: Use in calculator → | TR: Hesaplayıcıda kullan →
calc.480 | faq1Q | - | SSS | EN: Is the service fee really not shown here? | TR: Hizmet bedeli gerçekten burada gösterilmiyor mu?
calc.481 | faq1A | - | SSS | EN: That is right, because it depends on the job, the number of workers and how much of the work you need from us. | TR: Doğru, çünkü işe, işçi sayısına ve işin ne kadarını bizden istediğiniz
calc.482 | faq2Q | - | SSS | EN: Do foreign workers cost more than Turkish workers? | TR: Yabancı işçiler Türk işçilerden daha mı pahalı?
calc.483 | faq2A | L | SSS | EN: On payroll, no. The gross salary and the SGK payments are the same, because Turkish labour law treats both wor | TR: Bordroda hayır. Brüt maaş ve SGK ödemeleri aynıdır, çünkü Türk iş huku
calc.484 | faq3Q | - | SSS | EN: Is there a legal minimum salary for foreign workers? | TR: Yabancı işçiler için yasal bir asgari maaş var mı?
calc.485 | faq3A | - | SSS | EN: Yes. Every job has a minimum gross salary, set as a multiple of the minimum wage: 1× for unskilled jobs, 1.5×  | TR: Evet. Her işin, asgari ücretin katı olarak belirlenmiş bir asgari brüt
calc.486 | faq4Q | - | SSS | EN: Who pays the flight and the accommodation? | TR: Uçak biletini ve konaklamayı kim öder?
calc.487 | faq4A | L | SSS | EN: You decide this together and write it in the contract. Most of our employers pay the one-way flight and give s | TR: Bunu birlikte kararlaştırıp sözleşmeye yazarsınız. İşverenlerimizin ço
calc.488 | faq5Q | L | SSS | EN: Do government SGK incentives apply to foreign workers too? | TR: Devlet SGK teşvikleri yabancı işçilerde de geçerli mi?
calc.489 | faq5A | L | SSS | EN: The ones given to the workplace do. The 5510 premium discount and the minimum wage support are given to your w | TR: İşyerine verilenler geçerli. 5510 prim indirimi ve asgari ücret desteğ
calc.490 | faq6Q | - | SSS | EN: Is there a limit on how many foreign workers we can employ? | TR: Kaç yabancı işçi çalıştırabileceğimize dair bir sınır var mı?
calc.491 | faq6A | L | SSS | EN: Yes. As a rule the Ministry wants five Turkish employees registered with SGK at that workplace for every forei | TR: Evet. Kural olarak Bakanlık, her yabancı işçi için o işyerinde SGK'ya 
calc.492 | faq7Q | - | SSS | EN: Is there government funding for hiring foreign workers, in agriculture or any other sector? | TR: Tarımda veya başka bir sektörde yabancı işçi almak için devlet desteği
calc.493 | faq7A | L | SSS | EN: No. Turkey gives no grant, refund or wage support for employing a foreign worker, in farming or in any other s | TR: Hayır. Türkiye, ne tarımda ne de başka bir sektörde yabancı işçi çalış
calc.494 | faq8Q | - | SSS | EN: Does our company itself have to meet any conditions? | TR: Şirketimizin kendisinin karşılaması gereken şartlar var mı?
calc.495 | faq8A | - | SSS | EN: Yes, and this is separate from the 5:1 rule. Your company must meet at least one of these: ₺100,000 paid-in ca | TR: Evet ve bu 5:1 kuralından ayrıdır. Şirketiniz şunlardan en az birini k
calc.496 | faq9Q | - | SSS | EN: What happens if we employ someone without a permit? | TR: İzinsiz işçi çalıştırırsak ne olur?
calc.497 | faq9A | L | SSS | EN: Under Law No. 6735 the employer pays a fine of ₺102,504 for each foreign worker found without a permit in 2026 | TR: 6735 sayılı Kanun uyarınca işveren, 2026'da izinsiz çalıştığı tespit e
calc.498 | faq10Q | - | SSS | EN: Can we employ a foreign student who is already studying here? | TR: Burada okuyan bir yabancı öğrenciyi çalıştırabilir miyiz?
calc.499 | faq10A | - | SSS | EN: Yes, with a work permit that you apply for. The student cannot apply alone. Associate and bachelor students ca | TR: Evet, sizin başvuracağınız bir çalışma izniyle. Öğrenci tek başına baş
calc.500 | faq11Q | - | SSS | EN: Can we claim KOSGEB or similar support for a foreign employee's wages? | TR: Yabancı bir çalışanın ücreti için KOSGEB veya benzeri destek alabilir 
calc.501 | faq11A | L | SSS | EN: No. KOSGEB's qualified-personnel salary support is only for Turkish citizens with a university degree, and for | TR: Hayır. KOSGEB'in nitelikli eleman ücret desteği yalnızca üniversite me
calc.502 | faq12Q | - | SSS | EN: We only need workers for the 6-month season — does that change the cost? | TR: Yalnızca 6 aylık sezon için işçi lazım — bu maliyeti değiştirir mi?
calc.503 | faq12A | - | SSS | EN: The monthly cost is the same, but the one-time costs are shared over fewer months. Permit fees and flights are | TR: Aylık maliyet aynıdır, ancak tek seferlik masraflar daha az aya bölünü
calc.504 | faq13Q | - | SSS | EN: Are the permit fees per year or one-off? | TR: İzin harçları yıllık mı yoksa tek seferlik mi?
calc.505 | faq13A | - | SSS | EN: Per permit period. The first permit is usually one year, the first extension two years and the next three year | TR: İzin dönemi başına. İlk izin genellikle bir yıl, ilk uzatma iki yıl ve
calc.506 | faq14Q | - | SSS | EN: What is not included in this estimate? | TR: Bu tahmine neler dahil değil?
calc.507 | faq14A | - | SSS | EN: Our service fee, meals, transport to the site, overtime, bonuses, money set aside for severance pay, and costs | TR: Hizmet bedelimiz, yemek, iş yerine ulaşım, fazla mesai, primler, kıdem
calc.508 | faq15Q | - | SSS | EN: How often are these figures updated? | TR: Bu rakamlar ne sıklıkla güncelleniyor?
calc.509 | faq15A | L | SSS | EN: The minimum wage, SGK rates and permit fees change every January, and we update this page when they do — the b | TR: Asgari ücret, SGK oranları ve izin harçları her Ocak ayında değişir ve
calc.510 | exIntro_sector | - | Kota kontrolü | EN: What your business does can remove the rule completely. These are the sector exemptions in the Ministry's rule | TR: İşinizin ne olduğu kuralı tamamen ortadan kaldırabilir. Bakanlık mevzu
calc.511 | exIntro_company | - | Kota kontrolü | EN: The size of your company and the type of work can also remove the rule. | TR: Şirketinizin büyüklüğü ve işin türü de kuralı ortadan kaldırabilir.
calc.512 | exIntro_person | - | Kota kontrolü | EN: Sometimes the exemption comes from the candidate, not from you. These are the fastest routes when your quota i | TR: Bazen muafiyet sizden değil adaydan gelir. Kotanız doluyken en hızlı y
calc.513 | exRow1T | - | Kota kontrolü | EN: Household services | TR: Ev hizmetleri
calc.514 | exRow1B | - | Kota kontrolü | EN: Staff employed by a private person at home — carers, cleaners, cooks — do not need the 5:1 rule at all. | TR: Bir gerçek kişi tarafından evde çalıştırılan bakıcı, temizlikçi, aşçı 
calc.515 | exRow2T | - | Kota kontrolü | EN: Tourism & accommodation | TR: Turizm ve konaklama
calc.516 | exRow2B | - | Kota kontrolü | EN: Certified 3-star and higher hotels, holiday villages and licensed thermal hotels. With at least 10 Turkish emp | TR: Belgeli 3 yıldız ve üzeri oteller, tatil köyleri ve belgeli termal ote
calc.517 | exRow3T | - | Kota kontrolü | EN: Entertainment & tourism-animation | TR: Eğlence ve turizm-animasyon
calc.518 | exRow3B | - | Kota kontrolü | EN: Entertainment and animation companies with at least 10 Turkish employees do not have the 5:1 rule applied to s | TR: En az 10 Türk çalışanı olan eğlence ve animasyon şirketlerinde akrobat
calc.519 | exRow4T | - | Kota kontrolü | EN: Licensed sports centres | TR: Belgeli spor merkezleri
calc.520 | exRow4B | - | Kota kontrolü | EN: Licensed sports centres with at least 20 Turkish employees do not have the 5:1 rule applied to specialist jobs | TR: En az 20 Türk çalışanı olan belgeli spor merkezlerinde uzmanlık işleri
calc.521 | exRow5T | - | Kota kontrolü | EN: Foreign airline representations | TR: Yabancı havayolu temsilcilikleri
calc.522 | exRow5B | - | Kota kontrolü | EN: Turkish offices of foreign national airlines do not need the 5:1 rule or the company financial test for senior | TR: Yabancı milli havayolu şirketlerinin Türkiye ofislerinde üst düzey yön
calc.523 | exRow6T | - | Kota kontrolü | EN: Net sales of ₺50 million or more | TR: 50 milyon ₺ ve üzeri net satış
calc.524 | exRow6B | - | Kota kontrolü | EN: If your workplace had net sales of ₺50 million or more last year, the 5:1 rule does not apply for up to five f | TR: İşyerinizin geçen yılki net satışı 50 milyon ₺ veya üzeriyse, beş yaba
calc.525 | exRow7T | - | Kota kontrolü | EN: Public procurement work | TR: Kamu ihalesi işleri
calc.526 | exRow7B | - | Kota kontrolü | EN: If the work is for goods or services bought by a public institution through a contract or tender, the 5:1 rule | TR: İş, bir kamu kurumunun sözleşme veya ihale yoluyla aldığı mal ya da hi
calc.527 | exRow8T | - | Kota kontrolü | EN: Bilateral and multilateral treaties | TR: İkili ve çok taraflı anlaşmalar
calc.528 | exRow8B | - | Kota kontrolü | EN: If an agreement signed by Turkey covers this, the normal rules are not applied. | TR: Türkiye'nin imzaladığı bir anlaşma bu durumu kapsıyorsa normal kuralla
calc.529 | exRow9T | - | Kota kontrolü | EN: Company partners | TR: Şirket ortakları
calc.530 | exRow9B | - | Kota kontrolü | EN: If the foreign worker is a company shareholder, the 5:1 rule is checked only in the last six months of the fir | TR: Yabancı işçi şirket ortağıysa 5:1 kuralı başlangıçta değil, yalnızca i
calc.531 | exRow10T | - | Kota kontrolü | EN: 3 of the last 5 years legally resident | TR: Son 5 yılın 3'ünde yasal ikamet
calc.532 | exRow10B | - | Kota kontrolü | EN: A candidate who has lived in Turkey with a residence permit, work permit or international protection for three | TR: Son beş yılın üçünde Türkiye'de ikamet izni, çalışma izni veya uluslar
calc.533 | exRow11T | - | Kota kontrolü | EN: Married to a Turkish citizen | TR: Türk vatandaşı ile evli
calc.534 | exRow11B | - | Kota kontrolü | EN: A foreign national who is married to a Turkish citizen and lives with them in Turkey can get a permit through  | TR: Türk vatandaşı ile evli olan ve Türkiye'de birlikte yaşayan yabancılar
calc.535 | exRow12T | - | Kota kontrolü | EN: Parent or child is a Turkish citizen | TR: Anne, baba veya çocuğu Türk vatandaşı
calc.536 | exRow12B | - | Kota kontrolü | EN: If the candidate's mother, father or child is a Turkish citizen, the normal rules are not applied. | TR: Adayın annesi, babası veya çocuğu Türk vatandaşıysa normal kurallar uy
calc.537 | exRow13T | - | Kota kontrolü | EN: Qualified workforce or investor | TR: Nitelikli işgücü veya yatırımcı
calc.538 | exRow13B | - | Kota kontrolü | EN: Candidates accepted as qualified because of their education, salary, work experience or contribution to scienc | TR: Eğitimi, maaşı, iş deneyimi ya da bilim ve teknolojiye katkısı nedeniy
calc.539 | exRow14T | - | Kota kontrolü | EN: Turkish origin, protection status, project-based | TR: Türk soylu, koruma statüsü, proje bazlı
calc.540 | exRow14B | - | Kota kontrolü | EN: People of Turkish descent, people applying for international protection, conditional refugees and staff brough | TR: Türk soylular, uluslararası korumaya başvuranlar, şartlı mülteciler ve
calc.541 | undefined | - | Meslek ve etiket listeleri | EN: Textile machine operator | TR: Tekstil makine operatörü
calc.542 | undefined | - | Meslek ve etiket listeleri | EN: Construction labourer | TR: İnşaat işçisi
calc.543 | undefined | - | Meslek ve etiket listeleri | EN: Kitchen steward | TR: Bulaşıkhane görevlisi
calc.544 | undefined | - | Meslek ve etiket listeleri | EN: Machine operator | TR: Makine operatörü
calc.545 | undefined | - | Meslek ve etiket listeleri | EN: Electrician | TR: Elektrikçi
calc.546 | undefined | - | Meslek ve etiket listeleri | EN: Plumber | TR: Tesisatçı
calc.547 | undefined | - | Meslek ve etiket listeleri | EN: Housekeeping | TR: Kat hizmetleri
calc.548 | undefined | - | Meslek ve etiket listeleri | EN: Cook / chef | TR: Aşçı / şef
calc.549 | undefined | - | Meslek ve etiket listeleri | EN: No quota at all | TR: Hiç kota yok
calc.550 | undefined | - | Meslek ve etiket listeleri | EN: Senior & specialist | TR: Üst düzey ve uzman
calc.551 | undefined | - | Meslek ve etiket listeleri | EN: Factory | TR: Fabrika
calc.552 | undefined | - | Meslek ve etiket listeleri | EN: Hotel | TR: Otel
calc.553 | undefined | - | Meslek ve etiket listeleri | EN: Agriculture | TR: Tarım
calc.554 | undefined | - | Meslek ve etiket listeleri | EN: Construction | TR: İnşaat
calc.555 | undefined | - | Meslek ve etiket listeleri | EN: Welder | TR: Kaynakçı
calc.556 | undefined | - | Meslek ve etiket listeleri | EN: welder | TR: kaynakçı
calc.557 | undefined | L | Hesaplanan cümleler (sayılar değişir) | EN: Legal minimum for this job: ₺49,545 gross (1.5× the minimum wage). | TR: Bu iş için yasal asgari: 49.545 ₺ brüt (asgari ücretin 1,5 katı).
calc.558 | undefined | L | Hesaplanan cümleler (sayılar değişir) | EN: 25 employees make exactly 5 complete blocks — no spare capacity, 5 more unlock the next place. | TR: 25 çalışan için 5 tam kontenjan bulunmaktadır. Her 5 çalışan, bir kont
calc.559 | undefined | L | Hesaplanan cümleler (sayılar değişir) | EN: Answered from your quota check above: 25 Turkish employees allow 5, and you planned 1. | TR: Kota kontrolüne göre, 25 Türk çalışan için 5 yabancı çalışan kontenjan
calc.560 | undefined | - | Hesaplanan cümleler (sayılar değişir) | EN: 12 months of payroll + one-off costs | TR: 12 aylık bordro + tek seferlik maliyetler
calc.561 | undefined | - | Hesaplanan cümleler (sayılar değişir) | EN: 1 of 5 checks clear · 4 unanswered | TR: 5 kontrolden 1 tamam · 4 yanıtlanmadı
